segment_id,street_name,side,latitude,longitude,regulation_type,time_restrictions,max_stay_minutes,hourly_rate,vehicle_types,seasonal
CURB_SEG_00496,Street_96,right,40.79354092568888,-74.1207831536553,residential,none,480,5,commercial,0
CURB_SEG_00497,Street_97,left,40.73119708366274,-74.12518384501786,handicapped,9am-9pm,60,1,all,0
CURB_SEG_00498,Street_98,left,40.64174083445494,-73.9211363074118,residential,none,240,5,motorcycle,0
CURB_SEG_00499,Street_99,right,40.85110153647768,-73.97329970457339,handicapped,none,480,6,truck,0
CURB_SEG_00500,Street_0,right,40.74891888843628,-74.15586769846105,loading_zone,8am-6pm,240,5,passenger,0
CURB_SEG_00501,Street_1,left,40.79019261346757,-73.86248415021852,parking,24/7,30,2,commercial,0
CURB_SEG_00502,Street_2,left,40.644775995770765,-74.04804802233926,no_parking,9am-9pm,60,2,all,0
CURB_SEG_00503,Street_3,left,40.577574205382916,-74.0840188573981,parking,weekends,60,2,handicapped,0
CURB_SEG_00504,Street_4,left,40.695945185345806,-73.87483142554747,commercial,none,120,6,motorcycle,0
CURB_SEG_00505,Street_5,right,40.5997709558905,-74.06179892524344,time_limited,9am-9pm,240,4,passenger,0
CURB_SEG_00506,Street_6,left,40.69755461116045,-74.0823896527472,residential,9am-9pm,240,0,passenger,0
CURB_SEG_00507,Street_7,right,40.609405008213,-74.0983219682316,commercial,weekends,30,3,truck,0
CURB_SEG_00508,Street_8,left,40.67401886013398,-73.99417367112375,residential,none,9999,3,truck,0
CURB_SEG_00509,Street_9,left,40.709179917009656,-74.1185204006672,meter,9am-9pm,480,5,commercial,0
CURB_SEG_00510,Street_10,left,40.62171741119,-74.04396487592415,loading_zone,none,30,4,all,0
CURB_SEG_00511,Street_11,right,40.8388458131139,-74.14308001795861,no_parking,weekends,60,6,truck,0
CURB_SEG_00512,Street_12,right,40.7614368989254,-74.01912050342439,residential,weekends,9999,5,handicapped,0
CURB_SEG_00513,Street_13,left,40.77688222613978,-74.08771038718581,no_parking,none,9999,1,truck,0
CURB_SEG_00514,Street_14,left,40.78131364471445,-73.96527268976449,parking,weekdays,60,1,all,0
CURB_SEG_00515,Street_15,left,40.83592801792624,-73.8815692466296,loading_zone,24/7,30,2,commercial,0
CURB_SEG_00516,Street_16,left,40.57763123476478,-74.04751709978198,loading_zone,8am-6pm,30,6,passenger,0
CURB_SEG_00517,Street_17,right,40.77779533678192,-74.09381267383482,meter,weekdays,480,0,motorcycle,0
CURB_SEG_00518,Street_18,left,40.791373209386194,-73.8745569755182,parking,8am-6pm,60,2,all,0
CURB_SEG_00519,Street_19,right,40.603689720791444,-73.95102015046314,handicapped,24/7,9999,5,handicapped,0
CURB_SEG_00520,Street_20,right,40.824469723172605,-74.08092038034847,residential,8am-6pm,60,0,passenger,1
CURB_SEG_00521,Street_21,right,40.75451502696183,-73.96948214727774,handicapped,none,240,1,truck,0
CURB_SEG_00522,Street_22,right,40.833763088569796,-73.97318591338698,commercial,8am-6pm,480,1,commercial,0
CURB_SEG_00523,Street_23,right,40.723740905136715,-73.95510434163144,parking,8am-6pm,120,2,commercial,0
CURB_SEG_00524,Street_24,left,40.68736649217547,-73.86369830254202,commercial,8am-6pm,30,1,passenger,0
CURB_SEG_00525,Street_25,left,40.76400683881837,-74.10847903771712,parking,weekends,480,6,handicapped,0
CURB_SEG_00526,Street_26,left,40.64570030950746,-74.03900422033612,time_limited,9am-9pm,120,4,all,0
CURB_SEG_00527,Street_27,right,40.683400358335504,-73.96339099551389,residential,none,9999,3,passenger,0
CURB_SEG_00528,Street_28,left,40.63327825144674,-74.15450948516744,residential,8am-6pm,120,1,truck,0
CURB_SEG_00529,Street_29,right,40.664421300188245,-74.1280631210917,handicapped,9am-9pm,30,4,passenger,0
CURB_SEG_00530,Street_30,left,40.69995053102257,-74.1159246385244,handicapped,weekdays,30,5,all,0
CURB_SEG_00531,Street_31,right,40.82983465914582,-74.15449393906525,commercial,none,240,1,handicapped,0
CURB_SEG_00532,Street_32,left,40.7912256597651,-74.11292421121703,loading_zone,8am-6pm,480,6,motorcycle,0
CURB_SEG_00533,Street_33,left,40.811165196055164,-74.08860792123168,meter,24/7,480,4,passenger,1
CURB_SEG_00534,Street_34,right,40.60120771647373,-73.88748308109052,residential,24/7,240,5,all,0
CURB_SEG_00535,Street_35,right,40.57418971632022,-74.01477102971343,loading_zone,9am-9pm,30,1,commercial,0
CURB_SEG_00536,Street_36,left,40.836065577313335,-74.03085151162452,loading_zone,8am-6pm,480,6,handicapped,0
CURB_SEG_00537,Street_37,left,40.65011440462605,-73.94166096217391,handicapped,8am-6pm,30,3,truck,0
CURB_SEG_00538,Street_38,right,40.79980086932379,-74.10782196436281,no_parking,none,120,2,commercial,0
CURB_SEG_00539,Street_39,left,40.57031459599617,-73.86154438288585,time_limited,24/7,240,6,truck,0
CURB_SEG_00540,Street_40,right,40.65366685284636,-73.98304237589598,loading_zone,24/7,480,0,truck,0
CURB_SEG_00541,Street_41,left,40.67803066875954,-74.141002390098,loading_zone,none,120,0,passenger,0
CURB_SEG_00542,Street_42,left,40.74338669565,-73.99393449546645,loading_zone,weekends,120,5,all,0
CURB_SEG_00543,Street_43,left,40.73618886238469,-73.98107038919694,no_parking,24/7,480,1,truck,0
CURB_SEG_00544,Street_44,right,40.804376133583666,-73.92119451955246,residential,9am-9pm,9999,4,all,0
CURB_SEG_00545,Street_45,left,40.78612295280726,-73.8834038546072,handicapped,24/7,60,2,commercial,0
CURB_SEG_00546,Street_46,right,40.79352331952059,-74.14721180391108,time_limited,weekdays,30,3,truck,0
CURB_SEG_00547,Street_47,right,40.57906181302042,-73.94204114853248,residential,8am-6pm,60,4,truck,1
CURB_SEG_00548,Street_48,right,40.86182130129425,-73.96167003089079,parking,8am-6pm,480,4,passenger,0
CURB_SEG_00549,Street_49,right,40.79470198009136,-74.00653524211359,commercial,weekdays,9999,4,motorcycle,0
CURB_SEG_00550,Street_50,left,40.57983678618853,-74.005773407682,commercial,24/7,120,2,passenger,0
CURB_SEG_00551,Street_51,right,40.72390076291393,-74.09793559207515,handicapped,none,240,0,commercial,0
CURB_SEG_00552,Street_52,right,40.773661717904794,-74.04333469458642,commercial,weekends,480,1,commercial,0
CURB_SEG_00553,Street_53,left,40.68750831319366,-74.00773240604471,commercial,24/7,120,0,motorcycle,0
CURB_SEG_00554,Street_54,left,40.638019342107974,-73.87742544492241,time_limited,8am-6pm,480,0,truck,0
CURB_SEG_00555,Street_55,right,40.6646412589766,-74.03021118864721,handicapped,weekends,240,1,motorcycle,0
CURB_SEG_00556,Street_56,left,40.67409973161374,-73.94073629272008,residential,weekends,30,0,motorcycle,1
CURB_SEG_00557,Street_57,right,40.566510050848876,-74.14376245791976,parking,8am-6pm,240,2,commercial,0
CURB_SEG_00558,Street_58,left,40.6156391692051,-73.93166187722173,parking,weekdays,9999,1,truck,0
CURB_SEG_00559,Street_59,right,40.80493055312613,-74.01171178249997,loading_zone,9am-9pm,60,2,passenger,0
CURB_SEG_00560,Street_60,left,40.63178008772769,-74.13319590410173,no_parking,none,480,1,motorcycle,0
CURB_SEG_00561,Street_61,left,40.71369147063758,-74.0915410398835,handicapped,weekends,480,4,motorcycle,0
CURB_SEG_00562,Street_62,left,40.76034273991233,-74.07830510919881,residential,weekends,60,2,all,0
CURB_SEG_00563,Street_63,right,40.57241203113952,-74.109461946112,meter,8am-6pm,60,2,handicapped,0
CURB_SEG_00564,Street_64,right,40.58009519336909,-73.93723970980791,residential,weekdays,9999,3,truck,0
CURB_SEG_00565,Street_65,right,40.69904856963882,-73.88141674694883,time_limited,8am-6pm,240,0,handicapped,0
CURB_SEG_00566,Street_66,right,40.5788135130431,-73.94433141583463,loading_zone,9am-9pm,240,5,truck,0
CURB_SEG_00567,Street_67,right,40.62716825601765,-74.13676334399081,loading_zone,weekdays,60,6,passenger,1
CURB_SEG_00568,Street_68,right,40.72931729824624,-74.05092658407946,residential,weekends,30,5,commercial,0
CURB_SEG_00569,Street_69,left,40.61169124048605,-74.13036330248218,handicapped,8am-6pm,60,1,handicapped,0
CURB_SEG_00570,Street_70,right,40.65149368801012,-74.06181625680256,time_limited,weekdays,60,3,truck,0
CURB_SEG_00571,Street_71,left,40.8263607157905,-73.90352495675282,loading_zone,9am-9pm,60,2,motorcycle,0
CURB_SEG_00572,Street_72,left,40.669344216775784,-73.86619696604082,meter,weekends,9999,4,motorcycle,0
CURB_SEG_00573,Street_73,left,40.69647573132392,-74.0046849628272,no_parking,24/7,240,6,all,1
CURB_SEG_00574,Street_74,right,40.84926092992123,-74.01936877723193,meter,9am-9pm,480,1,truck,0
CURB_SEG_00575,Street_75,right,40.645345872981686,-73.88626792640845,residential,weekdays,480,1,commercial,0
CURB_SEG_00576,Street_76,right,40.74717189892164,-73.95001492470679,residential,weekends,240,3,all,0
CURB_SEG_00577,Street_77,left,40.64529214688647,-74.005424352205,commercial,weekdays,480,4,passenger,0
CURB_SEG_00578,Street_78,left,40.85318819668848,-74.13215799253283,meter,none,240,4,truck,0
CURB_SEG_00579,Street_79,right,40.76995967704738,-73.85825810792171,residential,weekdays,120,5,motorcycle,0
CURB_SEG_00580,Street_80,right,40.8041290891065,-74.0568238096397,meter,9am-9pm,30,0,passenger,0
CURB_SEG_00581,Street_81,right,40.77230092165736,-73.94047565026104,parking,8am-6pm,30,6,commercial,0
CURB_SEG_00582,Street_82,left,40.68156998724313,-73.93995870558125,loading_zone,weekdays,240,3,all,0
CURB_SEG_00583,Street_83,left,40.82563747126138,-73.88429246259658,loading_zone,8am-6pm,240,6,motorcycle,0
CURB_SEG_00584,Street_84,left,40.74898132626241,-73.98016633780689,no_parking,24/7,60,3,commercial,0
CURB_SEG_00585,Street_85,right,40.85414309478119,-74.00918253788082,no_parking,9am-9pm,9999,0,truck,0
CURB_SEG_00586,Street_86,left,40.66690332471976,-73.88739449505549,residential,weekdays,60,1,truck,0
CURB_SEG_00587,Street_87,left,40.629479070966184,-74.14319565796467,time_limited,none,120,0,all,1
CURB_SEG_00588,Street_88,right,40.62522519872766,-73.91108970007255,handicapped,weekends,9999,4,truck,0
CURB_SEG_00589,Street_89,right,40.712469468897275,-73.85784986865453,time_limited,8am-6pm,120,3,passenger,0
CURB_SEG_00590,Street_90,left,40.7962556003294,-73.91559735582173,parking,24/7,9999,5,motorcycle,0
CURB_SEG_00591,Street_91,left,40.71368316570446,-73.92656041505158,residential,24/7,120,2,commercial,0
CURB_SEG_00592,Street_92,right,40.730438887631806,-73.9868374992915,meter,9am-9pm,30,6,all,0
CURB_SEG_00593,Street_93,right,40.76056242277579,-73.99878344194018,time_limited,none,480,4,all,0
CURB_SEG_00594,Street_94,right,40.57972658669324,-73.92056652989741,no_parking,24/7,9999,1,truck,0
CURB_SEG_00595,Street_95,right,40.63014322770387,-74.0776204170315,commercial,weekends,9999,4,passenger,0
CURB_SEG_00596,Street_96,right,40.608117632582704,-73.88689818321686,loading_zone,9am-9pm,60,1,handicapped,0
CURB_SEG_00597,Street_97,left,40.81389282798992,-73.98745108384759,no_parking,9am-9pm,240,6,truck,0
CURB_SEG_00598,Street_98,right,40.7430218175714,-73.99243151475235,commercial,none,60,0,handicapped,1
CURB_SEG_00599,Street_99,left,40.66378446549936,-73.96357249632435,meter,weekends,9999,5,motorcycle,0
CURB_SEG_00600,Street_0,left,40.83851874473563,-74.08332796284417,meter,none,480,6,motorcycle,0
CURB_SEG_00601,Street_1,right,40.85381840735107,-73.99854214408336,time_limited,9am-9pm,120,2,passenger,0
CURB_SEG_00602,Street_2,right,40.576193377809915,-74.15436050997268,no_parking,9am-9pm,9999,4,commercial,0
CURB_SEG_00603,Street_3,left,40.69723910035034,-73.98277288576745,no_parking,24/7,120,3,passenger,0
CURB_SEG_00604,Street_4,left,40.7983150317551,-73.95606061822812,handicapped,weekdays,9999,1,all,1
CURB_SEG_00605,Street_5,right,40.57373226217649,-74.04837154002914,meter,weekends,240,0,all,0
CURB_SEG_00606,Street_6,left,40.85206249164218,-73.9901049342671,commercial,weekends,480,3,passenger,0
CURB_SEG_00607,Street_7,right,40.82346467284505,-74.08128733913559,handicapped,9am-9pm,60,3,passenger,0
CURB_SEG_00608,Street_8,left,40.8314290369712,-74.11091815793807,parking,9am-9pm,9999,3,handicapped,0
CURB_SEG_00609,Street_9,left,40.70924510372972,-73.91389504660484,residential,9am-9pm,60,0,motorcycle,0
CURB_SEG_00610,Street_10,right,40.73433135812534,-73.97810301022571,no_parking,8am-6pm,240,6,all,0
CURB_SEG_00611,Street_11,right,40.68475762342159,-74.01279534571027,commercial,weekends,30,4,truck,0
CURB_SEG_00612,Street_12,left,40.832061293485154,-73.98006119677589,commercial,8am-6pm,30,3,handicapped,0
CURB_SEG_00613,Street_13,left,40.705857558999405,-73.90109412712438,loading_zone,24/7,9999,6,truck,0
CURB_SEG_00614,Street_14,right,40.63418118011,-74.07714093615988,parking,9am-9pm,9999,4,handicapped,0
CURB_SEG_00615,Street_15,right,40.81077978869893,-74.06190302662041,time_limited,weekdays,30,3,commercial,0
CURB_SEG_00616,Street_16,left,40.686265150318334,-74.05508991368367,commercial,weekends,240,1,truck,0
CURB_SEG_00617,Street_17,left,40.76251574154839,-73.93346344811255,loading_zone,9am-9pm,9999,6,commercial,0
CURB_SEG_00618,Street_18,right,40.76912128642269,-73.91038169311591,parking,weekdays,480,3,commercial,0
CURB_SEG_00619,Street_19,left,40.78176465761439,-74.02192349079232,no_parking,24/7,60,3,truck,0
CURB_SEG_00620,Street_20,right,40.698354504071226,-74.00600770687925,handicapped,none,120,6,commercial,0
CURB_SEG_00621,Street_21,right,40.64332523768172,-73.85972694764321,parking,24/7,120,5,commercial,0
CURB_SEG_00622,Street_22,left,40.77691559902574,-74.02809057323805,commercial,9am-9pm,480,1,handicapped,0
CURB_SEG_00623,Street_23,right,40.8199329413617,-74.07552944424089,no_parking,8am-6pm,60,5,handicapped,0
CURB_SEG_00624,Street_24,left,40.6397663643198,-74.0081495719337,time_limited,9am-9pm,120,1,truck,0
CURB_SEG_00625,Street_25,right,40.5753603448251,-73.92285129023927,parking,weekdays,9999,5,handicapped,0
CURB_SEG_00626,Street_26,left,40.69304100831643,-74.0113922791635,parking,none,30,6,truck,1
CURB_SEG_00627,Street_27,left,40.792484812233035,-73.88074977526271,meter,none,240,3,all,0
CURB_SEG_00628,Street_28,right,40.68970185623087,-73.87150180931611,parking,weekends,120,6,passenger,0
CURB_SEG_00629,Street_29,right,40.678110468636525,-74.07962509791493,loading_zone,9am-9pm,30,6,commercial,0
CURB_SEG_00630,Street_30,left,40.78452885309726,-73.88427815622903,time_limited,9am-9pm,120,1,passenger,0
CURB_SEG_00631,Street_31,left,40.71631161664336,-74.12622114137608,loading_zone,none,30,1,all,0
CURB_SEG_00632,Street_32,left,40.68673820247702,-73.96971023011086,commercial,24/7,30,3,motorcycle,0
CURB_SEG_00633,Street_33,right,40.743932251672284,-74.11193477839022,parking,9am-9pm,9999,6,handicapped,0
CURB_SEG_00634,Street_34,left,40.6606146713272,-73.95627008697485,handicapped,9am-9pm,480,0,passenger,0
CURB_SEG_00635,Street_35,left,40.65680582565524,-73.98677938527783,time_limited,9am-9pm,120,0,all,1
CURB_SEG_00636,Street_36,right,40.68189164106809,-74.02284720352142,handicapped,none,60,3,passenger,0
CURB_SEG_00637,Street_37,right,40.815939861146255,-73.8626104086074,no_parking,9am-9pm,60,0,truck,0
CURB_SEG_00638,Street_38,right,40.82168068366517,-73.94303118442963,no_parking,weekends,240,3,all,0
CURB_SEG_00639,Street_39,left,40.82772643956019,-73.95816446833716,loading_zone,9am-9pm,240,4,passenger,0
CURB_SEG_00640,Street_40,right,40.566616432958526,-73.87247965856649,handicapped,weekdays,120,2,passenger,0
CURB_SEG_00641,Street_41,left,40.62230076724175,-74.08748070282464,time_limited,weekdays,120,6,motorcycle,0
CURB_SEG_00642,Street_42,right,40.623866709976255,-73.91427667307096,meter,weekdays,480,5,motorcycle,0
CURB_SEG_00643,Street_43,left,40.66348021426311,-74.12668060248814,handicapped,24/7,480,0,passenger,0
CURB_SEG_00644,Street_44,right,40.76396030807962,-74.10580507803043,loading_zone,none,240,0,handicapped,0
CURB_SEG_00645,Street_45,right,40.8050838300339,-73.90103071860489,no_parking,weekends,60,2,commercial,0
CURB_SEG_00646,Street_46,left,40.69984261764217,-73.99445830922775,residential,weekends,60,5,passenger,0
CURB_SEG_00647,Street_47,right,40.61148912185528,-74.03944411374181,handicapped,none,120,2,commercial,0
CURB_SEG_00648,Street_48,right,40.85875737871852,-73.90566629247708,handicapped,weekdays,60,2,handicapped,0
CURB_SEG_00649,Street_49,right,40.57928482917091,-74.04556529802235,handicapped,8am-6pm,9999,6,motorcycle,0
CURB_SEG_00650,Street_50,left,40.617403121573496,-74.13991817828327,residential,weekends,480,4,handicapped,0
CURB_SEG_00651,Street_51,left,40.81146900947946,-73.8906595320141,meter,24/7,9999,3,truck,0
CURB_SEG_00652,Street_52,left,40.592269284384756,-73.95393838652119,time_limited,weekdays,9999,5,handicapped,0
CURB_SEG_00653,Street_53,right,40.699547348404614,-74.09629033123053,no_parking,weekdays,480,1,all,0
CURB_SEG_00654,Street_54,left,40.582847793904264,-74.06367444851088,loading_zone,none,9999,6,motorcycle,0
CURB_SEG_00655,Street_55,left,40.57089573705313,-74.13660628196445,handicapped,9am-9pm,240,4,motorcycle,0
CURB_SEG_00656,Street_56,right,40.78172438015152,-74.11894208629056,commercial,8am-6pm,30,2,commercial,1
CURB_SEG_00657,Street_57,left,40.68494684793733,-73.86463698132505,time_limited,24/7,30,1,handicapped,0
CURB_SEG_00658,Street_58,left,40.81758675625516,-73.89827081786714,time_limited,24/7,9999,2,truck,0
CURB_SEG_00659,Street_59,left,40.56613749458759,-74.06721268126162,time_limited,none,120,4,commercial,0
CURB_SEG_00660,Street_60,right,40.67306605445976,-73.9745039672435,residential,8am-6pm,9999,5,passenger,0
CURB_SEG_00661,Street_61,right,40.81768347291472,-74.14104859331096,time_limited,weekdays,60,1,passenger,0
CURB_SEG_00662,Street_62,right,40.72114420636676,-74.04467375827507,meter,24/7,240,1,all,0
CURB_SEG_00663,Street_63,left,40.82222473279595,-74.05187881866486,no_parking,24/7,120,6,commercial,0
CURB_SEG_00664,Street_64,left,40.76498956249089,-73.89901620661404,meter,8am-6pm,120,5,commercial,0
CURB_SEG_00665,Street_65,right,40.70448214688968,-73.91566400780049,commercial,weekdays,30,0,truck,0
CURB_SEG_00666,Street_66,left,40.82429468451939,-74.14161823251835,handicapped,9am-9pm,60,0,commercial,0
CURB_SEG_00667,Street_67,left,40.759481128550725,-73.91171731318869,loading_zone,24/7,480,5,commercial,0
CURB_SEG_00668,Street_68,right,40.79614724983225,-73.91072316064019,no_parking,weekends,240,2,truck,0
CURB_SEG_00669,Street_69,right,40.67232520011981,-73.89944530222344,time_limited,8am-6pm,240,3,passenger,0
CURB_SEG_00670,Street_70,right,40.70054959761436,-73.91247360519382,parking,8am-6pm,30,3,motorcycle,0
CURB_SEG_00671,Street_71,left,40.83887791080699,-73.97574385332653,residential,weekends,480,6,handicapped,0
CURB_SEG_00672,Street_72,right,40.75646426336561,-73.90365728828597,parking,9am-9pm,480,6,truck,1
CURB_SEG_00673,Street_73,right,40.83950921194892,-73.8913523739741,loading_zone,weekdays,60,5,truck,0
CURB_SEG_00674,Street_74,left,40.72335663491036,-73.90075250408191,meter,8am-6pm,60,3,all,0
CURB_SEG_00675,Street_75,right,40.749370648251954,-73.94194735074947,parking,24/7,120,5,handicapped,0
CURB_SEG_00676,Street_76,left,40.76906623969895,-73.89029181923543,handicapped,8am-6pm,240,0,all,0
CURB_SEG_00677,Street_77,left,40.57156620408091,-73.89966294691637,handicapped,none,30,1,commercial,1
CURB_SEG_00678,Street_78,right,40.70210319004493,-73.87792786727933,commercial,weekdays,9999,2,motorcycle,0
CURB_SEG_00679,Street_79,right,40.811643034379784,-74.07378904345944,residential,8am-6pm,120,3,truck,0
CURB_SEG_00680,Street_80,left,40.63178663523993,-74.1312718949715,commercial,8am-6pm,9999,6,handicapped,0
CURB_SEG_00681,Street_81,right,40.66308644683941,-73.95568212507186,loading_zone,none,480,5,all,0
CURB_SEG_00682,Street_82,left,40.57015329207861,-73.99839882462123,commercial,weekdays,30,6,all,0
CURB_SEG_00683,Street_83,left,40.626048743151536,-74.12095934586058,meter,24/7,60,0,passenger,0
CURB_SEG_00684,Street_84,right,40.714048807072736,-73.85686173016754,residential,24/7,120,0,handicapped,0
CURB_SEG_00685,Street_85,left,40.725410218543495,-74.09471338055639,commercial,none,120,4,commercial,0
CURB_SEG_00686,Street_86,left,40.71369676490371,-73.90745709736653,time_limited,8am-6pm,480,1,motorcycle,0
CURB_SEG_00687,Street_87,right,40.860309045348465,-74.021614375518,handicapped,9am-9pm,60,5,commercial,0
CURB_SEG_00688,Street_88,left,40.599867302440884,-74.05919339206753,handicapped,none,480,0,truck,0
CURB_SEG_00689,Street_89,left,40.85080201956053,-73.93245038281435,meter,weekends,240,2,handicapped,0
CURB_SEG_00690,Street_90,right,40.58009720913385,-74.02312519494927,time_limited,weekends,9999,2,all,0
CURB_SEG_00691,Street_91,left,40.58046617873876,-73.95224372110918,handicapped,9am-9pm,30,1,all,0
CURB_SEG_00692,Street_92,right,40.670390245494495,-73.94664219064597,parking,weekdays,480,0,commercial,0
CURB_SEG_00693,Street_93,left,40.763838499495925,-73.86799192478352,residential,8am-6pm,120,1,truck,0
CURB_SEG_00694,Street_94,left,40.731857711622936,-74.08428389816798,time_limited,8am-6pm,60,1,passenger,0
CURB_SEG_00695,Street_95,right,40.81681555718207,-73.90970232387166,handicapped,8am-6pm,30,6,commercial,0
CURB_SEG_00696,Street_96,right,40.72925447150577,-73.93769398627218,residential,weekdays,30,1,commercial,0
CURB_SEG_00697,Street_97,right,40.74730919146392,-73.95807798676907,time_limited,weekdays,480,5,commercial,0
CURB_SEG_00698,Street_98,right,40.691408866156124,-74.06120764565095,loading_zone,weekdays,60,3,commercial,0
CURB_SEG_00699,Street_99,left,40.647743675707545,-74.05971376310514,loading_zone,weekends,9999,5,handicapped,0
CURB_SEG_00700,Street_0,left,40.64608144302729,-74.12343521164156,handicapped,weekends,30,4,all,0
CURB_SEG_00701,Street_1,right,40.755896372339286,-73.97800745790062,commercial,weekends,9999,0,passenger,0
CURB_SEG_00702,Street_2,left,40.754378974363476,-74.09226514498876,loading_zone,none,480,4,commercial,0
CURB_SEG_00703,Street_3,left,40.78793481764784,-73.99720276320679,time_limited,8am-6pm,30,5,truck,0
CURB_SEG_00704,Street_4,left,40.735034502843135,-74.00304083525445,no_parking,weekends,480,5,passenger,0
CURB_SEG_00705,Street_5,left,40.58936450455105,-74.11321888921088,time_limited,24/7,120,0,all,0
CURB_SEG_00706,Street_6,right,40.78485585706939,-73.91517699183132,parking,9am-9pm,480,1,passenger,0
CURB_SEG_00707,Street_7,right,40.64862542355675,-74.11935216089763,handicapped,9am-9pm,9999,2,all,0
CURB_SEG_00708,Street_8,right,40.585642876396186,-74.0352910712213,no_parking,8am-6pm,240,6,passenger,0
CURB_SEG_00709,Street_9,left,40.79563402871405,-74.10441576675042,commercial,none,60,6,truck,0
CURB_SEG_00710,Street_10,left,40.83633678542586,-74.0916254154172,time_limited,none,480,0,truck,0
CURB_SEG_00711,Street_11,right,40.65566923108996,-74.13665365692559,meter,24/7,240,1,motorcycle,0
CURB_SEG_00712,Street_12,right,40.63161128480111,-74.01338981668954,meter,8am-6pm,480,2,handicapped,0
CURB_SEG_00713,Street_13,right,40.83850284733119,-74.08509745943532,loading_zone,weekends,30,6,truck,0
CURB_SEG_00714,Street_14,left,40.59093204053394,-73.89879774458178,no_parking,9am-9pm,60,0,all,0
CURB_SEG_00715,Street_15,left,40.802065985798905,-74.12113705662422,residential,8am-6pm,30,2,motorcycle,0
CURB_SEG_00716,Street_16,right,40.73681411904589,-73.9954018690375,time_limited,24/7,240,3,motorcycle,0
CURB_SEG_00717,Street_17,right,40.61723347653017,-74.00242877852266,parking,weekdays,480,0,handicapped,0
CURB_SEG_00718,Street_18,left,40.610575742361284,-74.12668315603686,residential,weekends,480,5,truck,0
CURB_SEG_00719,Street_19,left,40.71333668146431,-74.08667609019135,meter,9am-9pm,9999,6,motorcycle,0
CURB_SEG_00720,Street_20,left,40.62560381364623,-73.96638257600206,parking,9am-9pm,9999,2,passenger,1
CURB_SEG_00721,Street_21,right,40.82827863665014,-74.06565577089255,parking,none,9999,1,motorcycle,0
CURB_SEG_00722,Street_22,left,40.66949107009472,-74.06401788056228,commercial,8am-6pm,120,3,truck,0
CURB_SEG_00723,Street_23,right,40.852456694511304,-73.90527187399881,meter,9am-9pm,120,3,truck,1
CURB_SEG_00724,Street_24,left,40.680428875863406,-74.10427209632799,no_parking,24/7,9999,1,commercial,0
CURB_SEG_00725,Street_25,left,40.812781826363874,-73.98430283119157,handicapped,24/7,60,0,truck,0
CURB_SEG_00726,Street_26,left,40.669335522123326,-74.06326661744606,handicapped,9am-9pm,60,6,motorcycle,0
CURB_SEG_00727,Street_27,left,40.68475583807458,-74.00950580623439,commercial,9am-9pm,30,5,all,0
CURB_SEG_00728,Street_28,left,40.824967421940286,-74.14654302901096,time_limited,weekdays,9999,0,all,0
CURB_SEG_00729,Street_29,left,40.67161994485918,-74.05934604760262,commercial,9am-9pm,120,1,commercial,0
CURB_SEG_00730,Street_30,left,40.645256236168606,-74.11027358357771,loading_zone,24/7,60,3,all,0
CURB_SEG_00731,Street_31,left,40.58000876423662,-73.9799960732798,time_limited,weekdays,480,5,passenger,0
CURB_SEG_00732,Street_32,left,40.782487342567464,-74.1035869530839,loading_zone,weekends,9999,6,commercial,0
CURB_SEG_00733,Street_33,left,40.85708997830548,-74.05525814959913,handicapped,24/7,480,4,commercial,0
CURB_SEG_00734,Street_34,right,40.68121830817503,-73.86357911752523,commercial,weekdays,30,3,handicapped,1
CURB_SEG_00735,Street_35,left,40.80792308543013,-73.92195735892851,meter,9am-9pm,9999,6,handicapped,1
CURB_SEG_00736,Street_36,right,40.84900271832621,-73.87385348664893,time_limited,24/7,30,4,all,0
CURB_SEG_00737,Street_37,left,40.56410016489977,-73.99966620327565,loading_zone,weekdays,240,1,passenger,0
CURB_SEG_00738,Street_38,right,40.779931681678384,-74.0758092936738,handicapped,24/7,240,0,passenger,0
CURB_SEG_00739,Street_39,right,40.78122934033993,-73.96764261187782,meter,none,30,6,motorcycle,0
CURB_SEG_00740,Street_40,left,40.86014492328896,-73.91901357568779,meter,none,120,5,handicapped,0
CURB_SEG_00741,Street_41,right,40.7533779836219,-73.97355020153178,time_limited,none,480,1,truck,0
CURB_SEG_00742,Street_42,left,40.83011928901446,-73.91980560901524,parking,none,30,0,motorcycle,0
CURB_SEG_00743,Street_43,right,40.775764734571126,-73.9921050000917,residential,24/7,60,6,handicapped,0
CURB_SEG_00744,Street_44,left,40.700536548005154,-74.1061206857893,commercial,weekdays,240,1,truck,0
CURB_SEG_00745,Street_45,right,40.58400037132144,-73.95765629800682,no_parking,weekends,9999,0,truck,0
CURB_SEG_00746,Street_46,left,40.70781808135727,-73.96542825660164,parking,24/7,240,4,motorcycle,0
CURB_SEG_00747,Street_47,right,40.83104998185715,-73.89356389063063,loading_zone,9am-9pm,60,0,handicapped,0
CURB_SEG_00748,Street_48,left,40.68959875912902,-73.9064553849302,parking,24/7,480,6,commercial,0
CURB_SEG_00749,Street_49,right,40.72649546869813,-73.90974436143773,parking,8am-6pm,480,2,commercial,0
CURB_SEG_00750,Street_50,right,40.79479629331252,-74.10664846306813,loading_zone,24/7,9999,0,truck,1
CURB_SEG_00751,Street_51,left,40.64580499402459,-73.92710751936781,loading_zone,8am-6pm,9999,4,truck,0
